"timestamp","temperature","humidity","light","pH","electrical_conductivity"
"2025-03-04 21:30:00",22.05,65.32,10160.5,5.923,2.233
"2025-03-04 21:35:00",22.22,65.97,9881.9,5.92,2.223
"2025-03-04 21:40:00",22.14,66.95,10097.7,5.891,2.19
"2025-03-04 21:45:00",22.18,66.71,10001.3,5.932,2.184
"2025-03-04 21:50:00",22.25,66.19,9741.4,5.973,2.211
"2025-03-04 21:55:00",22.23,65.42,9756.1,5.968,2.206
"2025-03-04 22:00:00",20.7,66.78,0,5.996,2.243
"2025-03-04 22:05:00",20.71,67.15,0,6.014,2.194
"2025-03-04 22:10:00",20.65,66.56,0,6.004,2.195
"2025-03-04 22:15:00",20.58,66.45,0,6.027,2.192
"2025-03-04 22:20:00",20.77,66.08,0,6.008,2.214
"2025-03-04 22:25:00",20.69,65.81,0,6.076,2.19
"2025-03-04 22:30:00",20.59,66.52,0,6.114,2.193
"2025-03-04 22:35:00",20.5,65.6,0,6.141,2.2
"2025-03-04 22:40:00",20.52,64.27,0,6.152,2.196
"2025-03-04 22:45:00",20.68,64.27,0,6.14,2.196
"2025-03-04 22:50:00",20.67,65.44,0,6.135,2.185
"2025-03-04 22:55:00",20.59,66.2,0,6.163,2.181
"2025-03-04 23:00:00",20.67,66.2,0,6.067,2.168
"2025-03-04 23:05:00",20.62,65.87,0,6.095,2.15
"2025-03-04 23:10:00",20.68,66.63,0,6.109,2.176
"2025-03-04 23:15:00",20.71,67.28,0,6.095,2.204
"2025-03-04 23:20:00",20.58,67.67,0,6.089,2.176
"2025-03-04 23:25:00",20.5,68.1,0,6.122,2.17
"2025-03-04 23:30:00",20.44,68.14,0,6.116,2.16
"2025-03-04 23:35:00",20.41,69.21,0,6.102,2.138
"2025-03-04 23:40:00",20.5,67.92,1,6.107,2.134
"2025-03-04 23:45:00",20.65,67.29,0.8,6.095,2.135
"2025-03-04 23:50:00",20.47,66.99,4.2,6.087,2.158
"2025-03-04 23:55:00",20.44,66.78,6,6.075,2.14
"2025-03-05 00:00:00",20.4,67.08,7.2,6.073,2.134
"2025-03-05 00:05:00",20.54,66.93,8.2,6.067,2.145
"2025-03-05 00:10:00",20.58,65.98,8.6,6.056,2.102
"2025-03-05 00:15:00",20.5,65.6,6.3,6.027,2.116
"2025-03-05 00:20:00",20.53,66.18,3.1,6.031,2.128
"2025-03-05 00:25:00",20.53,66.47,3,5.989,2.124
"2025-03-05 00:30:00",20.52,66.88,2.8,6.019,2.107
"2025-03-05 00:35:00",20.55,66.23,3.3,6.014,2.128
"2025-03-05 00:40:00",20.5,66.22,6.4,6.012,2.119
"2025-03-05 00:45:00",20.51,65.79,9.6,6.053,2.158
"2025-03-05 00:50:00",20.51,65.39,9.9,6.094,2.15
"2025-03-05 00:55:00",20.56,65.89,6.2,6.082,2.152
"2025-03-05 01:00:00",20.58,65.89,8.1,6.138,2.17
"2025-03-05 01:05:00",20.55,65.21,4.9,6.121,2.153
"2025-03-05 01:10:00",20.62,65.93,7,6.095,2.151
"2025-03-05 01:15:00",20.77,66.27,6.8,6.146,2.154
"2025-03-05 01:20:00",20.78,67.13,6.5,6.143,2.179
"2025-03-05 01:25:00",20.77,66.75,10.8,6.098,2.162
"2025-03-05 01:30:00",20.81,67.18,11.2,6.079,2.163
"2025-03-05 01:35:00",21.07,67.03,10.9,6.09,2.155
"2025-03-05 01:40:00",20.94,67.57,14.1,6.059,2.13
"2025-03-05 01:45:00",21.02,66.82,14.2,6.056,2.139
"2025-03-05 01:50:00",20.97,66.51,14.8,6.051,2.148
"2025-03-05 01:55:00",20.99,66.28,13.8,6.051,2.155
"2025-03-05 02:00:00",21.03,67.16,11.3,6.036,2.16
"2025-03-05 02:05:00",21.05,67.2,9.8,6.064,2.166
"2025-03-05 02:10:00",21,66.39,6.6,6.007,2.158
"2025-03-05 02:15:00",20.95,66.27,5.5,6.016,2.167
"2025-03-05 02:20:00",20.9,67.31,1.6,6.031,2.166
"2025-03-05 02:25:00",20.85,67.11,2.3,6.028,2.161
"2025-03-05 02:30:00",20.79,67.14,2.9,5.997,2.137
"2025-03-05 02:35:00",20.8,66.48,1.6,6.002,2.143
"2025-03-05 02:40:00",20.62,66.12,1.2,5.973,2.149
"2025-03-05 02:45:00",20.63,65.12,0,5.976,2.162
"2025-03-05 02:50:00",20.68,66.23,0,6.025,2.155
"2025-03-05 02:55:00",20.71,65.24,0,6.045,2.165
"2025-03-05 03:00:00",20.73,65.63,0,6.062,2.147
"2025-03-05 03:05:00",20.81,65.91,0.4,6.024,2.133
"2025-03-05 03:10:00",20.99,64.66,0,5.997,2.143
"2025-03-05 03:15:00",20.95,64.78,3.1,5.952,2.151
"2025-03-05 03:20:00",20.95,64.85,1.8,5.929,2.157
"2025-03-05 03:25:00",20.87,64.7,6.1,5.918,2.134
"2025-03-05 03:30:00",20.76,64.81,4,5.915,2.138
"2025-03-05 03:35:00",20.72,65.19,4.9,5.95,2.128
"2025-03-05 03:40:00",20.7,65.81,10.1,5.943,2.087
"2025-03-05 03:45:00",20.72,66.21,7.8,5.954,2.053
"2025-03-05 03:50:00",20.82,66.09,7.6,5.946,2.056
"2025-03-05 03:55:00",20.76,65.52,6.9,5.949,2.078
"2025-03-05 04:00:00",20.79,65.68,7.5,5.997,2.066
"2025-03-05 04:05:00",20.84,66.04,13.1,5.984,2.06
"2025-03-05 04:10:00",20.89,66.17,15.7,6.017,2.057
"2025-03-05 04:15:00",20.85,65.35,14.7,6.006,2.048
"2025-03-05 04:20:00",20.85,64.89,17.2,6.015,2.037
"2025-03-05 04:25:00",20.76,64.97,17.4,6.01,2.058
"2025-03-05 04:30:00",20.68,65.38,16.8,5.986,2.044
"2025-03-05 04:35:00",20.73,64.89,13.9,5.998,2.079
"2025-03-05 04:40:00",20.75,65.07,16.2,6.001,2.091
"2025-03-05 04:45:00",20.63,64.79,15.7,5.982,2.096
"2025-03-05 04:50:00",20.56,64.83,15.5,6.041,2.077
"2025-03-05 04:55:00",20.57,65.76,15.5,6.059,2.099
"2025-03-05 05:00:00",20.73,66.59,13.4,5.988,2.088
"2025-03-05 05:05:00",20.76,66.57,9.8,5.987,2.069
"2025-03-05 05:10:00",20.73,65.98,12.8,5.991,2.078
"2025-03-05 05:15:00",20.75,67.28,10.5,6.026,2.047
"2025-03-05 05:20:00",20.55,67.82,5.7,6.026,2.031
"2025-03-05 05:25:00",20.58,68.12,5.3,5.996,2.031
"2025-03-05 05:30:00",20.57,68.3,8.1,6.04,2.024
"2025-03-05 05:35:00",20.58,68.01,6.7,6.036,2.015
"2025-03-05 05:40:00",20.59,68.62,6.7,6.013,2.019
"2025-03-05 05:45:00",20.48,68.49,6.1,6.047,2.019
"2025-03-05 05:50:00",20.59,67.27,8.5,6.017,2
"2025-03-05 05:55:00",20.65,67.09,6.4,6.044,2
"2025-03-05 06:00:00",22.01,64.18,10199.7,6.111,1.992
"2025-03-05 06:05:00",22.13,63.74,10249.9,6.112,1.977
"2025-03-05 06:10:00",22.15,63.22,10039.8,6.109,1.955
"2025-03-05 06:15:00",22.18,64.27,10261.8,6.078,1.965
"2025-03-05 06:20:00",22.25,63.91,10077.7,6.081,1.968
"2025-03-05 06:25:00",22.07,63.65,10351.9,6.107,1.961
"2025-03-05 06:30:00",22.16,62.6,10590.6,6.084,2
"2025-03-05 06:35:00",22.19,63.19,10374.3,6.076,1.99
"2025-03-05 06:40:00",22.31,64.58,10404.3,6.053,1.969
"2025-03-05 06:45:00",22.33,64.11,10419.3,6.089,1.95
"2025-03-05 06:50:00",22.35,64.88,10185,6.097,1.927
"2025-03-05 06:55:00",22.3,65.41,10378.9,6.048,1.911
"2025-03-05 07:00:00",22.29,64.88,10264.2,6.05,1.895
"2025-03-05 07:05:00",22.24,64.27,10408,6.035,1.906
"2025-03-05 07:10:00",22.32,63.59,10184.9,6.042,1.913
"2025-03-05 07:15:00",22.3,64.87,10204.1,6.015,1.906
"2025-03-05 07:20:00",22.32,64.57,10365.2,6.034,1.922
"2025-03-05 07:25:00",22.37,64.6,10449.2,6.009,1.899
"2025-03-05 07:30:00",22.35,64.03,10435,6.033,1.906
"2025-03-05 07:35:00",22.35,64.32,10347.5,6.074,1.899
"2025-03-05 07:40:00",22.48,64.22,10285.6,6.021,1.935
"2025-03-05 07:45:00",22.62,63.74,10286.7,5.996,1.919
"2025-03-05 07:50:00",22.71,63.37,10215.6,5.989,1.893
"2025-03-05 07:55:00",22.77,63.78,10046.2,5.952,1.9
"2025-03-05 08:00:00",22.85,63.34,9798.4,5.961,1.899
"2025-03-05 08:05:00",22.77,64.1,10301.8,5.937,1.907
"2025-03-05 08:10:00",22.86,62.73,10478.3,5.936,1.874
"2025-03-05 08:15:00",22.87,61.78,10459.8,5.894,1.87
"2025-03-05 08:20:00",22.91,61.55,10481.7,5.927,1.853
"2025-03-05 08:25:00",22.98,62.92,10428.7,5.961,1.86
"2025-03-05 08:30:00",23.03,63.14,10202.4,6.005,1.883
"2025-03-05 08:35:00",22.86,63.05,9885.5,6.055,1.896
"2025-03-05 08:40:00",23.08,62.14,10068.7,6.084,1.923
"2025-03-05 08:45:00",23.22,61.33,10115.1,6.048,1.954
"2025-03-05 08:50:00",23.25,61.23,10368.2,6.052,1.932
"2025-03-05 08:55:00",23.12,61.86,10257.6,5.997,1.916
"2025-03-05 09:00:00",23.14,62.73,10010,6.063,1.905
"2025-03-05 09:05:00",23.21,63.68,10062.6,6.046,1.915
"2025-03-05 09:10:00",23.21,63.93,10244.4,6.051,1.911
"2025-03-05 09:15:00",23.3,62.93,10360.9,6.061,1.888
"2025-03-05 09:20:00",23.26,63.17,10360,6.065,1.903
"2025-03-05 09:25:00",23.25,64.57,10314.2,6.003,1.876
"2025-03-05 09:30:00",23.33,63.51,10339.1,5.939,1.868
"2025-03-05 09:35:00",23.36,63.78,10352.8,5.943,1.85
"2025-03-05 09:40:00",23.43,62.89,10145.6,5.977,1.847
"2025-03-05 09:45:00",23.46,63.6,10196.1,5.928,1.855
"2025-03-05 09:50:00",23.37,63.53,9917.9,5.866,1.857
"2025-03-05 09:55:00",23.41,63.48,9623.3,5.836,1.813
"2025-03-05 10:00:00",23.5,62.33,9802.8,5.803,1.778
"2025-03-05 10:05:00",23.53,61.44,9964.7,5.839,1.753
"2025-03-05 10:10:00",23.59,60.41,10113.3,5.796,1.776
"2025-03-05 10:15:00",23.59,61.5,9816.3,5.845,1.795
"2025-03-05 10:20:00",23.61,61.61,10015.5,5.901,1.782
"2025-03-05 10:25:00",23.63,62.51,9992,5.898,1.834
"2025-03-05 10:30:00",23.65,63.02,9883.9,5.899,1.829
"2025-03-05 10:35:00",23.66,63.29,9677.3,5.974,1.826
"2025-03-05 10:40:00",23.65,62.91,9661.7,6.027,1.865
"2025-03-05 10:45:00",23.62,62.64,9873.2,6.039,1.887
"2025-03-05 10:50:00",23.51,62.91,9710.1,6.046,1.86
"2025-03-05 10:55:00",23.57,62.17,9821.7,6.06,1.883
"2025-03-05 11:00:00",23.63,62.22,9603.1,6.111,1.859
"2025-03-05 11:05:00",23.56,63.51,9663.1,6.086,1.836
"2025-03-05 11:10:00",23.56,63.95,9819.1,6.104,1.84
"2025-03-05 11:15:00",23.57,64.1,9947,6.072,1.843
"2025-03-05 11:20:00",23.59,63.41,9761.6,6.045,1.846
"2025-03-05 11:25:00",23.6,63.01,9804.9,6.037,1.824
"2025-03-05 11:30:00",23.59,62.44,9430.8,5.984,1.824
"2025-03-05 11:35:00",23.72,62.88,9784.3,5.953,1.807
"2025-03-05 11:40:00",23.68,62.62,9771,5.953,1.836
"2025-03-05 11:45:00",23.64,63.99,9807,5.959,1.841
"2025-03-05 11:50:00",23.54,63.84,9910.5,5.95,1.848
"2025-03-05 11:55:00",23.55,62.39,10052.8,5.983,2.395
"2025-03-05 12:00:00",23.55,62.61,10083.9,6.031,2.384
"2025-03-05 12:05:00",23.56,62.02,9948.7,6.035,2.36
"2025-03-05 12:10:00",23.53,62.32,10082.1,6.056,2.382
"2025-03-05 12:15:00",23.48,63.83,9999.6,6.101,2.398
"2025-03-05 12:20:00",23.44,63.35,9691.4,6.111,2.364
"2025-03-05 12:25:00",23.42,64.45,9989.5,6.108,2.364
"2025-03-05 12:30:00",23.37,65.21,10259.7,6.098,2.345
"2025-03-05 12:35:00",23.34,65.98,10068.9,6.076,2.316
"2025-03-05 12:40:00",23.34,65.86,9887.9,6.061,2.311
"2025-03-05 12:45:00",23.38,65.75,10008.3,6.058,2.339
"2025-03-05 12:50:00",23.41,65.56,9993.1,6.057,2.305
"2025-03-05 12:55:00",23.36,65.35,10053.9,6.039,2.317
"2025-03-05 13:00:00",23.33,65.85,10094.3,6.047,2.293
"2025-03-05 13:05:00",23.48,66.05,10159.8,6.059,2.318
"2025-03-05 13:10:00",23.57,65.59,10131.8,6.017,2.303
"2025-03-05 13:15:00",23.67,65.48,10057,6.092,2.29
"2025-03-05 13:20:00",23.65,66.03,10061.2,6.111,2.299
"2025-03-05 13:25:00",23.64,65.7,10029.7,6.063,2.282
"2025-03-05 13:30:00",23.79,65.8,9908.2,6.04,2.264
"2025-03-05 13:35:00",23.63,65.84,9943.1,6.043,2.257
"2025-03-05 13:40:00",23.64,64.64,10047.1,6.092,2.291
"2025-03-05 13:45:00",23.63,64.32,10209.1,6.125,2.295
"2025-03-05 13:50:00",23.7,64.36,10340.9,6.06,2.285
"2025-03-05 13:55:00",23.72,65.75,10182.3,6.062,2.285
"2025-03-05 14:00:00",23.75,65.62,10124.8,6.086,2.252
"2025-03-05 14:05:00",23.61,66.12,9799.4,6.062,2.263
"2025-03-05 14:10:00",23.62,65.56,9734.4,6.047,2.285
"2025-03-05 14:15:00",23.54,64.6,10019,6,2.275
"2025-03-05 14:20:00",23.59,65.67,10232.1,6.012,2.26
"2025-03-05 14:25:00",23.62,65.28,10356.1,6.004,2.282
"2025-03-05 14:30:00",23.69,64.78,10200.5,5.948,2.283
"2025-03-05 14:35:00",23.56,64.7,9987.3,5.934,2.271
"2025-03-05 14:40:00",23.36,63.6,9736.1,5.953,2.262
"2025-03-05 14:45:00",23.3,63.89,9567.6,5.911,2.274
"2025-03-05 14:50:00",23.26,63.9,9716.5,5.895,2.285
"2025-03-05 14:55:00",23.32,62.59,9527.7,5.862,2.283
"2025-03-05 15:00:00",23.28,63.08,9820,5.915,2.275
"2025-03-05 15:05:00",23.34,62.45,9685.8,5.932,2.235
"2025-03-05 15:10:00",23.33,62.65,9584.8,5.9,2.228
"2025-03-05 15:15:00",23.28,62.68,9494.9,5.878,2.238
"2025-03-05 15:20:00",23.31,63.6,9916.6,5.874,2.267
"2025-03-05 15:25:00",23.32,63.43,10250.7,5.907,2.28
"2025-03-05 15:30:00",23.36,63.61,10228.1,5.898,2.233
"2025-03-05 15:35:00",23.38,63.29,10265.7,5.916,2.224
"2025-03-05 15:40:00",23.48,62.84,10041.1,5.866,2.209
"2025-03-05 15:45:00",23.54,61.88,10169.8,5.826,2.222
"2025-03-05 15:50:00",23.64,62.96,10079.1,5.852,2.223
"2025-03-05 15:55:00",23.61,63.44,10185.4,5.899,2.224
"2025-03-05 16:00:00",23.57,63.14,10171.1,5.929,2.241
"2025-03-05 16:05:00",23.44,63.36,10158.1,5.943,2.238
"2025-03-05 16:10:00",23.56,63.64,10185.8,5.952,2.245
"2025-03-05 16:15:00",23.48,63.65,9886,6.013,2.238
"2025-03-05 16:20:00",23.5,64.29,9793.1,6.039,2.235
"2025-03-05 16:25:00",23.41,65.11,9793.7,6.073,2.24
"2025-03-05 16:30:00",23.48,63.34,9868.3,6.062,2.224
"2025-03-05 16:35:00",23.6,63.8,9763.9,5.987,2.232
"2025-03-05 16:40:00",23.5,63.51,9817.9,5.981,2.204
"2025-03-05 16:45:00",23.44,65.21,9838.8,5.984,2.227
"2025-03-05 16:50:00",23.39,65.53,9841.2,5.995,2.228
"2025-03-05 16:55:00",23.41,64.7,10281.4,5.987,2.21
"2025-03-05 17:00:00",23.47,65.59,10443.3,5.989,2.213
"2025-03-05 17:05:00",23.5,64.57,10265.1,6.026,2.213
"2025-03-05 17:10:00",23.37,63.85,10260.7,6.041,2.181
"2025-03-05 17:15:00",23.35,64.01,10297.7,6.018,2.201
"2025-03-05 17:20:00",23.36,64.05,10542.5,6.057,2.181
"2025-03-05 17:25:00",23.14,64.77,10551.9,6.049,2.173
"2025-03-05 17:30:00",23.15,64.8,10119.2,6.031,2.168
"2025-03-05 17:35:00",23.1,65.16,10333.2,6.035,2.175
"2025-03-05 17:40:00",23.09,65.26,10251.4,6.08,2.172
"2025-03-05 17:45:00",22.99,65.56,10409.8,6.072,2.18
"2025-03-05 17:50:00",22.98,64.29,10172.9,6.041,2.142
"2025-03-05 17:55:00",22.94,63.68,10379.1,6.012,2.182
"2025-03-05 18:00:00",22.93,64.58,10405.8,6.006,2.164
"2025-03-05 18:05:00",23.01,64.83,10511.6,6.034,2.145
"2025-03-05 18:10:00",22.95,64.93,10529.1,6.028,2.137
"2025-03-05 18:15:00",22.92,64.04,10819.9,6.02,2.134
"2025-03-05 18:20:00",22.96,64.27,10948.2,6.004,2.119
"2025-03-05 18:25:00",22.87,63.78,10764.7,6.019,2.141
"2025-03-05 18:30:00",22.86,64.55,10701.9,5.998,2.155
"2025-03-05 18:35:00",22.87,64.61,10792.1,6.069,2.176
"2025-03-05 18:40:00",22.91,64.89,10470.3,6.04,2.16
"2025-03-05 18:45:00",22.84,65.49,10529.2,6.055,2.124
"2025-03-05 18:50:00",22.83,64.75,10765.2,6.094,2.121
"2025-03-05 18:55:00",22.78,64.94,10805.7,6.111,2.105
"2025-03-05 19:00:00",22.9,64.82,10659.1,6.123,2.103
"2025-03-05 19:05:00",22.91,65.71,10583.7,6.158,2.108
"2025-03-05 19:10:00",22.75,65.54,10674.8,6.107,2.121
"2025-03-05 19:15:00",22.72,64.65,10810.9,6.133,2.119
"2025-03-05 19:20:00",22.79,62.91,10700.2,6.144,2.122
"2025-03-05 19:25:00",22.83,63.06,10352.8,6.096,2.113
"2025-03-05 19:30:00",22.74,63.01,9939.2,6.089,2.075
"2025-03-05 19:35:00",22.74,63.4,9963.9,6.081,2.045
"2025-03-05 19:40:00",22.83,62.18,9725,6.064,2.043
"2025-03-05 19:45:00",22.7,62.65,9919.5,6.088,2.032
"2025-03-05 19:50:00",22.6,62.27,9998.1,6.062,2.056
"2025-03-05 19:55:00",22.4,63.95,10025.3,6.047,2.037
"2025-03-05 20:00:00",22.37,64.34,9825.1,6.074,2.037
"2025-03-05 20:05:00",22.4,63.36,9634.5,6.065,2.042
"2025-03-05 20:10:00",22.25,63.42,9807.3,6.039,2.047
"2025-03-05 20:15:00",22.27,63.08,9568.7,6.072,2.065
"2025-03-05 20:20:00",22.4,62.94,9487.1,6.028,2.047
"2025-03-05 20:25:00",22.47,63.15,9525.8,6.054,2.063
"2025-03-05 20:30:00",22.51,63.54,9547.9,6.059,2.064
"2025-03-05 20:35:00",22.57,64.28,9615.6,6.053,2.084
"2025-03-05 20:40:00",22.55,65.05,9882.6,6.056,2.112
"2025-03-05 20:45:00",22.52,64.63,9850,6.078,2.097
"2025-03-05 20:50:00",22.46,65.22,9886.8,6.077,2.1
"2025-03-05 20:55:00",22.47,66.66,9850.3,6.13,2.096
"2025-03-05 21:00:00",22.44,66.5,9684.4,6.159,2.119
"2025-03-05 21:05:00",22.45,66.52,9586.1,6.143,2.095
"2025-03-05 21:10:00",22.51,66.36,9770.6,6.077,2.073
"2025-03-05 21:15:00",22.43,66.76,9767.5,6.08,2.055
"2025-03-05 21:20:00",22.33,67.4,9797.8,6.056,2.067
"2025-03-05 21:25:00",22.3,67.72,10012.1,6.021,2.04
"2025-03-05 21:30:00",22.32,68.27,9975.5,6.011,2.021
"2025-03-05 21:35:00",22.15,68.5,9931.7,5.978,2.032
"2025-03-05 21:40:00",22.12,69.28,10040.9,5.981,1.991
"2025-03-05 21:45:00",22.16,70.12,10142.3,6.005,2.004
"2025-03-05 21:50:00",22.08,69.53,10315.4,6.034,2.02
"2025-03-05 21:55:00",22.16,68.81,10303.4,6.028,2.016
"2025-03-05 22:00:00",20.46,70.99,265.8,5.985,2.027
"2025-03-05 22:05:00",20.48,70.43,231.4,5.965,2.018
"2025-03-05 22:10:00",20.69,69.51,199,5.994,2.04
"2025-03-05 22:15:00",20.8,67.46,171.6,5.991,2.034
"2025-03-05 22:20:00",20.65,66.2,146.9,5.994,2.039
"2025-03-05 22:25:00",20.57,67.17,125,6.038,2.034
"2025-03-05 22:30:00",20.48,66.36,106.5,6.043,2.041
"2025-03-05 22:35:00",20.55,66.38,92.7,5.956,2.053
"2025-03-05 22:40:00",20.77,66.03,86,5.896,2.043
"2025-03-05 22:45:00",20.79,65.82,76,5.936,2.03
"2025-03-05 22:50:00",20.82,65.84,66.6,5.985,2.006
"2025-03-05 22:55:00",20.72,64.94,60.3,6.001,1.981
"2025-03-05 23:00:00",20.6,64.53,49.1,5.998,1.945
"2025-03-05 23:05:00",20.45,64.38,43,6.017,1.931
"2025-03-05 23:10:00",20.54,65.19,37,6.008,1.935
"2025-03-05 23:15:00",20.53,65.43,33.7,6.005,1.931
"2025-03-05 23:20:00",20.46,65.55,31.3,5.989,1.954
"2025-03-05 23:25:00",20.48,65.99,29.9,5.963,1.933
"2025-03-05 23:30:00",20.45,65.5,29.1,5.979,1.916
"2025-03-05 23:35:00",20.5,66.1,27.7,5.936,1.91
"2025-03-05 23:40:00",20.41,66.37,26.2,5.922,1.937
"2025-03-05 23:45:00",20.5,65.94,26.1,5.883,1.947
"2025-03-05 23:50:00",20.5,65.41,26.2,5.881,1.957
"2025-03-05 23:55:00",20.56,66.74,27.1,5.903,1.924
"2025-03-06 00:00:00",20.61,66.31,24.5,5.954,1.926
"2025-03-06 00:05:00",20.62,67.33,20.2,6.045,1.939
"2025-03-06 00:10:00",20.61,66.56,19.3,6.04,1.949
"2025-03-06 00:15:00",20.62,66.88,17.8,5.967,1.944
"2025-03-06 00:20:00",20.58,67.33,16.5,6.014,1.953
"2025-03-06 00:25:00",20.63,68.4,13.7,5.995,1.937
"2025-03-06 00:30:00",20.74,68.11,10.8,5.954,1.938
"2025-03-06 00:35:00",20.82,68.04,9.8,6.047,1.928
"2025-03-06 00:40:00",20.85,67.55,6.8,6.104,1.909
"2025-03-06 00:45:00",20.9,68.19,9,6.097,1.902
"2025-03-06 00:50:00",20.92,68.45,10.2,6.12,1.87
"2025-03-06 00:55:00",21.03,67.64,7.6,6.138,1.899
"2025-03-06 01:00:00",20.98,66.86,10,6.155,1.893
"2025-03-06 01:05:00",20.96,66.32,11.9,6.123,1.874
"2025-03-06 01:10:00",20.91,66.37,13.7,6.066,1.882
"2025-03-06 01:15:00",20.86,65.97,12.8,6.055,1.876
"2025-03-06 01:20:00",20.88,66.17,9.9,6.062,1.863
"2025-03-06 01:25:00",20.96,66.22,9.7,6.095,1.856
"2025-03-06 01:30:00",20.95,65.59,11.2,6.079,1.832
"2025-03-06 01:35:00",20.89,65.45,11.8,6.05,1.843
"2025-03-06 01:40:00",20.79,66.15,12.9,6.043,1.819
"2025-03-06 01:45:00",20.8,66.74,13.7,6.082,1.838
"2025-03-06 01:50:00",20.89,66.66,12.2,6.105,1.833
"2025-03-06 01:55:00",20.91,66.83,11.2,6.076,1.841
"2025-03-06 02:00:00",20.96,66.83,9.1,6.07,1.846
"2025-03-06 02:05:00",21.04,66.58,10.9,6.077,1.827
"2025-03-06 02:10:00",20.93,66.83,10.5,6.123,1.832
"2025-03-06 02:15:00",20.82,66.73,8,6.112,1.811
"2025-03-06 02:20:00",20.73,67.65,8.2,6.105,1.818
"2025-03-06 02:25:00",20.63,66.93,10.7,6.164,1.785
"2025-03-06 02:30:00",20.51,67.18,11.5,6.178,1.759
"2025-03-06 02:35:00",20.44,67.09,14.1,6.178,1.759
"2025-03-06 02:40:00",20.36,66.25,13.9,6.155,1.781
"2025-03-06 02:45:00",20.19,66.41,11.8,6.214,1.776
"2025-03-06 02:50:00",20.34,65.92,11.4,6.219,1.769
"2025-03-06 02:55:00",20.37,66.1,13.6,6.21,1.802
"2025-03-06 03:00:00",20.32,65.79,12.1,6.258,1.817
"2025-03-06 03:05:00",20.29,65.33,8.2,6.295,1.799
"2025-03-06 03:10:00",20.45,65.33,6.4,6.259,1.793
"2025-03-06 03:15:00",20.45,64.7,4.6,6.29,1.776
"2025-03-06 03:20:00",20.48,66.13,4.4,6.3,1.777
"2025-03-06 03:25:00",20.52,65.95,4.8,6.321,1.744
"2025-03-06 03:30:00",20.57,65.04,3.5,6.329,1.724
"2025-03-06 03:35:00",20.47,65.17,5.2,6.317,1.726
"2025-03-06 03:40:00",20.45,66.03,9,6.269,1.704
"2025-03-06 03:45:00",20.59,66.32,7.6,6.265,1.702
"2025-03-06 03:50:00",20.56,66.09,10.6,6.253,1.735
"2025-03-06 03:55:00",20.56,66.32,11.5,6.286,1.761
"2025-03-06 04:00:00",20.56,66.15,11.1,6.293,1.75
"2025-03-06 04:05:00",20.66,65.67,10.9,6.284,1.757
"2025-03-06 04:10:00",20.6,66.23,9,6.288,1.741
"2025-03-06 04:15:00",20.67,66.48,8.5,6.306,1.727
"2025-03-06 04:20:00",20.66,65.99,10.3,6.274,1.734
"2025-03-06 04:25:00",20.81,66.65,12.1,6.272,1.724
"2025-03-06 04:30:00",20.84,67.18,11.8,6.237,1.71
"2025-03-06 04:35:00",20.8,67.69,8.1,6.237,1.72
"2025-03-06 04:40:00",20.65,66.71,8.6,6.181,1.681
"2025-03-06 04:45:00",20.59,66.24,7.7,6.081,1.634
"2025-03-06 04:50:00",20.69,65.49,7.2,6.091,1.604
"2025-03-06 04:55:00",20.62,65.26,3.3,6.122,1.589
"2025-03-06 05:00:00",20.44,65.79,6.9,6.165,1.572
"2025-03-06 05:05:00",20.47,66.89,5.3,6.123,1.567
"2025-03-06 05:10:00",20.61,66.76,4.6,6.099,1.536
"2025-03-06 05:15:00",20.46,67.9,3.6,6.066,1.547
"2025-03-06 05:20:00",20.5,68.3,6.9,6.138,1.544
"2025-03-06 05:25:00",20.41,68.29,9.2,6.152,1.557
"2025-03-06 05:30:00",20.41,68.2,12.6,6.192,1.578
"2025-03-06 05:35:00",20.42,66.93,11.1,6.194,1.574
"2025-03-06 05:40:00",20.38,66.51,11.2,6.189,1.567
"2025-03-06 05:45:00",20.49,66.09,8.6,6.172,1.561
"2025-03-06 05:50:00",20.34,65.7,11.9,6.158,1.577
"2025-03-06 05:55:00",20.34,66.16,9.3,6.203,2.122
"2025-03-06 06:00:00",21.86,64.5,10202.2,6.199,2.132
"2025-03-06 06:05:00",21.92,65.24,10176.3,6.229,2.143
"2025-03-06 06:10:00",22.1,65.29,10228.2,6.255,2.125
"2025-03-06 06:15:00",22.03,66.05,10143.3,6.284,2.106
"2025-03-06 06:20:00",22.12,66.12,10315.2,6.243,2.13
"2025-03-06 06:25:00",22.17,66.33,10192.1,6.213,2.127
"2025-03-06 06:30:00",22.25,66.94,10205,6.17,2.143
"2025-03-06 06:35:00",22.29,66.88,10192.8,6.164,2.138
"2025-03-06 06:40:00",22.25,67.44,10274.4,6.146,2.123
"2025-03-06 06:45:00",22.44,66.71,10388.6,6.131,2.139
"2025-03-06 06:50:00",22.34,66.8,10598.9,6.172,2.144
"2025-03-06 06:55:00",22.46,66.58,10289.6,6.136,2.162
"2025-03-06 07:00:00",22.48,65.07,10062.2,6.188,2.131
"2025-03-06 07:05:00",22.65,65.75,10424.8,6.181,2.113
"2025-03-06 07:10:00",22.61,65.94,10329.1,6.232,2.118
"2025-03-06 07:15:00",22.55,65.13,10072.8,6.215,2.124
"2025-03-06 07:20:00",22.31,65.02,9869.9,6.161,2.121
"2025-03-06 07:25:00",22.33,65.72,10014.6,6.193,2.079
